mp_index,lon,lat,route_count,direct_count,quality_score,name,address
0,116.799397,39.943108,9,6,3.5000,燕灵路口(公交站),811路;813路;816路;817路;819路;930路;三河301A路;三河301B路;三河503路;快速直达专线9路;燕郊专线
1,116.789907,39.947601,4,3,3.4900,潮白人家小区(公交站),812路;814路;818路;818路(金桐西路);882路
2,116.911389,39.953325,5,3,3.5000,夏垫(公交站),113路;816路;817路;930路;三河503路;大厂4路
3,116.800474,39.948541,6,5,3.5000,交通干部管理学院(公交站),811路;812路;813路;814路;818路;818路(金桐西路);819路;燕郊专线
4,116.890820,39.950213,4,3,3.4900,东柳河屯(公交站),816路;817路;930路;三河503路
5,116.827044,39.944397,4,4,3.4900,燕郊火车站口(公交站),811路;816路;817路;930路
6,116.816719,39.943815,4,4,3.4900,燕郊迎宾路口(公交站),811路;816路;817路;930路
7,116.838806,39.945667,4,4,3.4900,燕郊食品城(公交站),811路;816路;817路;930路
8,116.928101,39.955761,3,2,3.3300,耀华佳苑(公交站),816路;930路;三河503路
9,116.941406,39.957813,3,2,3.3300,大厂温泉度假村(公交站),816路;930路;三河503路
10,116.920282,39.954459,3,2,3.3300,燕北畜牧机械厂(公交站),816路;930路;三河503路
11,116.897899,39.951445,3,3,3.3300,大厂福喜公司(公交站),816路;817路;930路
12,116.838168,39.958766,5,3,3.3000,上上城五期(公交站),813路;814路;882路;三河301A路;三河301B路;快速直达专线9路
13,116.866506,39.947930,2,2,3.1700,运河源建材城(公交站),816路;930路
14,116.805075,39.958450,2,2,3.1700,华北科技学院北门(公交站),811路;818路;818路(金桐西路)
15,116.812131,39.958398,2,2,3.1700,燕郊中美医院(公交站),811路;818路;818路(金桐西路)
16,116.817887,39.948938,4,2,3.1400,燕郊开发区(公交站),813路;814路;三河303路;三河401路
17,116.780525,39.963097,10,2,3.1300,意华小区(公交站),(停运)三河旅游4线;(停运)燕潮夜市3路;815路大站快车;815路快;815路快(景辉南街);819路;882路;893路;三河301A路;三河301B路;三河303路;三河309路;临1路;城铁接驳1路;快速直达专线20路;快速直达专线61路;燕郊专线
18,116.850310,39.946772,6,1,3.0600,长城重机(公交站),930路;三河303路;三河305路;三河307路;三河310路;三河503路
19,116.798400,39.958559,5,3,3.0000,中赵甫村(公交站),(停运)燕潮夜市1线;811路;818路;818路(金桐西路);819路;三河307路;三河308路;燕郊专线
20,116.962845,39.901833,2,2,2.8200,霍各庄(公交站),816路;817路
21,116.830046,39.949560,2,2,2.8200,上上城四期(公交站),813路;814路;燕郊专线
22,116.984207,39.966396,3,1,2.5800,直属库(公交站),930路;三河503路;三河507路
23,116.830348,39.973360,2,1,2.4200,天洋城总站(公交站),818路;818路(金桐西路);893路
24,117.019492,39.975916,1,1,2.2600,蓝庄酒厂(公交站),930路
25,116.990699,39.967863,1,1,2.2600,临时站(公交站),930路
26,116.820606,39.965132,1,1,2.2600,天洋城(公交站),818路;818路(金桐西路)
27,117.007713,39.971376,1,1,2.2600,李旗庄(公交站),930路
28,116.843652,39.930434,3,1,2.2300,燕郊总站(公交站),811路;812路;894路;燕郊专线
29,116.842359,39.937623,3,1,2.2300,燕郊冶金一局(公交站),811路;812路;894路;燕郊专线
30,116.951311,39.959635,4,1,2.0900,煤矿路口(公交站),(停运)三河旅游3线;113路;930路;三河503路;三河507路
31,116.953316,39.929558,2,1,2.0700,赵沟子村(公交站),113路;816路
32,116.951492,39.942261,1,1,1.9100,沃珅路口(公交站),816路
33,116.917999,39.944701,1,1,1.9100,夏垫镇政府(公交站),817路;大厂4路
34,116.937546,39.914215,1,1,1.9100,土营(公交站),817路
35,116.950464,39.948637,1,1,1.9100,大厂东庄(公交站),816路
36,116.958809,39.905743,1,1,1.9100,六合庄(公交站),816路
37,116.927331,39.925473,1,1,1.9100,南寺头村(公交站),817路
38,116.932542,39.917753,1,1,1.9100,大厂陈辛庄(公交站),817路
39,116.782921,39.958380,1,1,1.9100,东方夏威夷小区西门(公交站),819路;燕郊专线
40,116.922577,39.934921,1,1,1.9100,大厂马坊(公交站),817路
41,116.789692,39.958959,1,1,1.9100,东方夏威夷小区东门(公交站),819路;燕郊专线
