mp_index,source_index,lon,lat,route_count,direct_count,is_direct,is_suspended,quality_score,headway_min,transfer_penalty_min,tokens,name,address
0,246,116.911389,39.953325,5,3,1,0,3.5000,6.00,0.00,113 503 816 817 930,夏垫(公交站),113路;816路;817路;930路;三河503路;大厂4路
1,155,116.890820,39.950213,4,3,1,0,3.4900,6.00,0.00,503 816 817 930,东柳河屯(公交站),816路;817路;930路;三河503路
2,150,116.799201,39.950973,4,3,1,0,3.4900,6.00,0.00,811 812 818 819,防灾科技学院(公交站),811路;812路;818路;818路(金桐西路);819路;燕郊专线
3,108,116.816719,39.943815,4,4,1,0,3.4900,6.00,0.00,811 816 817 930,燕郊迎宾路口(公交站),811路;816路;817路;930路
4,43,116.838806,39.945667,4,4,1,0,3.4900,6.00,0.00,811 816 817 930,燕郊食品城(公交站),811路;816路;817路;930路
5,180,116.789907,39.947601,4,3,1,0,3.4900,6.00,0.00,812 814 818 882,潮白人家小区(公交站),812路;814路;818路;818路(金桐西路);882路
6,78,116.827044,39.944397,4,4,1,0,3.4900,6.00,0.00,811 816 817 930,燕郊火车站口(公交站),811路;816路;817路;930路
7,161,116.799397,39.943108,9,6,1,0,3.5000,6.00,0.00,301A 301B 503 811 813 816 817 819 930,燕灵路口(公交站),811路;813路;816路;817路;819路;930路;三河301A路;三河301B路;三河503路;快速直达专线9路;燕郊专线
8,222,116.941406,39.957813,3,2,1,0,3.3300,6.00,0.00,503 816 930,大厂温泉度假村(公交站),816路;930路;三河503路
9,230,116.928101,39.955761,3,2,1,0,3.3300,6.00,0.00,503 816 930,耀华佳苑(公交站),816路;930路;三河503路
10,2,116.838168,39.958766,5,3,1,0,3.3000,6.00,0.00,301A 301B 813 814 882,上上城五期(公交站),813路;814路;882路;三河301A路;三河301B路;快速直达专线9路
11,101,116.812131,39.958398,2,2,1,0,3.1700,6.00,0.00,811 818,燕郊中美医院(公交站),811路;818路;818路(金桐西路)
12,77,116.866506,39.947930,2,2,1,0,3.1700,6.00,0.00,816 930,运河源建材城(公交站),816路;930路
13,197,116.780525,39.963097,10,2,1,1,3.1300,12.00,4.00,20 301A 301B 303 309 61 815 819 882 893,意华小区(公交站),(停运)三河旅游4线;(停运)燕潮夜市3路;815路大站快车;815路快;815路快(景辉南街);819路;882路;893路;三河301A路;三河301B路;三河303路;三河309路;临1路;城铁接驳1路;快速直达专线20路;快速直达专线61路;燕郊专线
14,36,116.850310,39.946772,6,1,1,0,3.0600,6.00,0.00,303 305 307 310 503 930,长城重机(公交站),930路;三河303路;三河305路;三河307路;三河310路;三河503路
15,145,116.798400,39.958559,5,3,1,1,3.0000,12.00,4.00,307 308 811 818 819,中赵甫村(公交站),(停运)燕潮夜市1线;811路;818路;818路(金桐西路);819路;三河307路;三河308路;燕郊专线
16,344,116.962845,39.901833,2,2,1,0,2.8200,6.00,0.00,816 817,霍各庄(公交站),816路;817路
17,202,116.984207,39.966396,3,1,1,0,2.5800,6.00,0.00,503 507 930,直属库(公交站),930路;三河503路;三河507路
18,61,116.830348,39.973360,2,1,1,0,2.4200,6.00,0.00,818 893,天洋城总站(公交站),818路;818路(金桐西路);893路
19,218,117.007713,39.971376,1,1,1,0,2.2600,6.00,0.00,930,李旗庄(公交站),930路
20,89,116.815743,39.965529,1,1,1,0,2.2600,6.00,0.00,818,燕郊富地广场(公交站),818路;818路(金桐西路)
21,226,117.019492,39.975916,1,1,1,0,2.2600,6.00,0.00,930,蓝庄酒厂(公交站),930路
22,254,116.843652,39.930434,3,1,1,0,2.2300,6.00,0.00,811 812 894,燕郊总站(公交站),811路;812路;894路;燕郊专线
23,264,116.842359,39.937623,3,1,1,0,2.2300,6.00,0.00,811 812 894,燕郊冶金一局(公交站),811路;812路;894路;燕郊专线
24,216,116.951311,39.959635,4,1,1,1,2.0900,12.00,4.00,113 503 507 930,煤矿路口(公交站),(停运)三河旅游3线;113路;930路;三河503路;三河507路
25,345,116.953316,39.929558,2,1,1,0,2.0700,6.00,0.00,113 816,赵沟子村(公交站),113路;816路
26,220,116.951492,39.942261,1,1,1,0,1.9100,6.00,0.00,816,沃珅路口(公交站),816路
27,362,116.927331,39.925473,1,1,1,0,1.9100,6.00,0.00,817,南寺头村(公交站),817路
28,219,116.950464,39.948637,1,1,1,0,1.9100,6.00,0.00,816,大厂东庄(公交站),816路
29,351,116.937546,39.914215,1,1,1,0,1.9100,6.00,0.00,817,土营(公交站),817路
30,365,116.922577,39.934921,1,1,1,0,1.9100,6.00,0.00,817,大厂马坊(公交站),817路
31,346,116.952617,39.909158,1,1,1,0,1.9100,6.00,0.00,817,褚各庄南(公交站),817路
32,238,116.917999,39.944701,1,1,1,0,1.9100,6.00,0.00,817,夏垫镇政府(公交站),817路;大厂4路
33,176,116.789692,39.958959,1,1,1,0,1.9100,6.00,0.00,819,东方夏威夷小区东门(公交站),819路;燕郊专线
34,337,116.954781,39.919777,1,1,1,0,1.9100,6.00,0.00,816,褚各庄(公交站),816路
35,132,116.808452,39.944028,5,0,0,0,1.8000,10.00,3.00,301A 301B 304 309 503,燕郊镇政府(公交站),三河301A路;三河301B路;三河304路;三河309路;三河503路
36,175,116.791895,39.971619,4,0,0,0,1.6400,10.00,3.00,301A 301B 306 893,锦绣华庭小区(公交站),893路;三河301A路;三河301B路;三河306路
37,136,116.806448,39.974014,4,0,0,0,1.6400,10.00,3.00,301A 301B 307 501,华隆工业园(公交站),三河301A路;三河301B路;三河307路;三河501路
38,11,116.847790,39.953000,4,0,0,0,1.6400,10.00,3.00,301A 301B 307 310,电厂西门(公交站),三河301A路;三河301B路;三河307路;三河310路
39,199,116.780924,39.971269,4,0,0,0,1.6400,10.00,3.00,301A 301B 306 893,燕京新城东(公交站),893路;三河301A路;三河301B路;三河306路
40,82,116.836028,39.979591,1,0,0,0,1.1600,15.00,6.00,401,盛家屯村南(公交站),三河401路
41,294,116.868371,39.937258,1,0,0,0,1.1600,15.00,6.00,307,南黄辛庄(公交站),三河307路
42,191,116.783825,39.953772,1,0,0,0,1.1600,15.00,6.00,893,星罗城(公交站),893路
43,301,116.808162,39.916715,1,0,0,0,1.1600,15.00,6.00,401,西蔡各庄南(公交站),三河401路
44,313,116.800692,39.912661,3,0,0,0,1.4800,10.00,3.00,308 503 894,西城子北(公交站),894路;三河308路;三河503路
45,28,116.851936,39.970760,1,0,0,0,1.1600,15.00,6.00,308,兴恒达检测场(公交站),三河308路
46,349,117.016944,39.929883,1,0,0,0,1.1600,15.00,6.00,515,商庄子村(公交站),三河515路
47,370,117.043509,39.918125,1,0,0,0,1.1600,15.00,6.00,509,北寨(公交站),三河509路
48,75,116.869771,39.955397,2,0,0,0,1.3200,15.00,6.00,303 310,西辛营村(公交站),三河303路;三河310路
49,356,117.024123,39.912700,1,0,0,0,1.1600,15.00,6.00,502,辛军屯村(公交站),502路
50,204,116.989281,39.956571,1,0,0,0,1.1600,15.00,6.00,515,西辛店(公交站),三河515路
51,308,116.810010,39.900896,1,0,0,0,1.1600,15.00,6.00,401,有研二部北口(公交站),三河401路
52,212,116.959528,39.960828,2,0,0,0,1.3200,15.00,6.00,503 507,大定福西(公交站),三河503路;三河507路
53,243,117.044266,39.965469,1,0,0,0,1.1600,15.00,6.00,202,科达彩印公司(公交站),三河202路
54,233,117.033774,39.944641,1,0,0,0,1.1600,15.00,6.00,512,化甲屯村委会(公交站),512路
55,315,116.798529,39.922613,2,0,0,0,1.3200,15.00,6.00,308 503,田辛庄北(公交站),三河308路;三河503路
56,123,116.807470,39.952871,1,0,0,0,1.1600,15.00,6.00,307,中海油基地(公交站),三河307路
57,58,116.825077,39.966146,1,0,0,0,1.1600,15.00,6.00,305,天洋城东门(公交站),三河305路
