mp_index,source_index,lon,lat,route_count,direct_count,is_direct,is_suspended,quality_score,headway_min,transfer_penalty_min,tokens,name,address
0,161,116.799397,39.943108,9,6,1,0,3.5000,6.00,0.00,301A 301B 503 811 813 816 817 819 930,燕灵路口(公交站),811路;813路;816路;817路;819路;930路;三河301A路;三河301B路;三河503路;快速直达专线9路;燕郊专线
1,246,116.911389,39.953325,5,3,1,0,3.5000,6.00,0.00,113 503 816 817 930,夏垫(公交站),113路;816路;817路;930路;三河503路;大厂4路
2,155,116.890820,39.950213,4,3,1,0,3.4900,6.00,0.00,503 816 817 930,东柳河屯(公交站),816路;817路;930路;三河503路
3,78,116.827044,39.944397,4,4,1,0,3.4900,6.00,0.00,811 816 817 930,燕郊火车站口(公交站),811路;816路;817路;930路
4,43,116.838806,39.945667,4,4,1,0,3.4900,6.00,0.00,811 816 817 930,燕郊食品城(公交站),811路;816路;817路;930路
5,108,116.816719,39.943815,4,4,1,0,3.4900,6.00,0.00,811 816 817 930,燕郊迎宾路口(公交站),811路;816路;817路;930路
6,180,116.789907,39.947601,4,3,1,0,3.4900,6.00,0.00,812 814 818 882,潮白人家小区(公交站),812路;814路;818路;818路(金桐西路);882路
7,150,116.799201,39.950973,4,3,1,0,3.4900,6.00,0.00,811 812 818 819,防灾科技学院(公交站),811路;812路;818路;818路(金桐西路);819路;燕郊专线
8,222,116.941406,39.957813,3,2,1,0,3.3300,6.00,0.00,503 816 930,大厂温泉度假村(公交站),816路;930路;三河503路
9,234,116.920282,39.954459,3,2,1,0,3.3300,6.00,0.00,503 816 930,燕北畜牧机械厂(公交站),816路;930路;三河503路
10,2,116.838168,39.958766,5,3,1,0,3.3000,6.00,0.00,301A 301B 813 814 882,上上城五期(公交站),813路;814路;882路;三河301A路;三河301B路;快速直达专线9路
11,77,116.866506,39.947930,2,2,1,0,3.1700,6.00,0.00,816 930,运河源建材城(公交站),816路;930路
12,101,116.812131,39.958398,2,2,1,0,3.1700,6.00,0.00,811 818,燕郊中美医院(公交站),811路;818路;818路(金桐西路)
13,197,116.780525,39.963097,10,2,1,1,3.1300,12.00,4.00,20 301A 301B 303 309 61 815 819 882 893,意华小区(公交站),(停运)三河旅游4线;(停运)燕潮夜市3路;815路大站快车;815路快;815路快(景辉南街);819路;882路;893路;三河301A路;三河301B路;三河303路;三河309路;临1路;城铁接驳1路;快速直达专线20路;快速直达专线61路;燕郊专线
14,36,116.850310,39.946772,6,1,1,0,3.0600,6.00,0.00,303 305 307 310 503 930,长城重机(公交站),930路;三河303路;三河305路;三河307路;三河310路;三河503路
15,145,116.798400,39.958559,5,3,1,1,3.0000,12.00,4.00,307 308 811 818 819,中赵甫村(公交站),(停运)燕潮夜市1线;811路;818路;818路(金桐西路);819路;三河307路;三河308路;燕郊专线
16,344,116.962845,39.901833,2,2,1,0,2.8200,6.00,0.00,816 817,霍各庄(公交站),816路;817路
17,202,116.984207,39.966396,3,1,1,0,2.5800,6.00,0.00,503 507 930,直属库(公交站),930路;三河503路;三河507路
18,61,116.830348,39.973360,2,1,1,0,2.4200,6.00,0.00,818 893,天洋城总站(公交站),818路;818路(金桐西路);893路
19,69,116.820606,39.965132,1,1,1,0,2.2600,6.00,0.00,818,天洋城(公交站),818路;818路(金桐西路)
20,218,117.007713,39.971376,1,1,1,0,2.2600,6.00,0.00,930,李旗庄(公交站),930路
21,226,117.019492,39.975916,1,1,1,0,2.2600,6.00,0.00,930,蓝庄酒厂(公交站),930路
22,264,116.842359,39.937623,3,1,1,0,2.2300,6.00,0.00,811 812 894,燕郊冶金一局(公交站),811路;812路;894路;燕郊专线
23,254,116.843652,39.930434,3,1,1,0,2.2300,6.00,0.00,811 812 894,燕郊总站(公交站),811路;812路;894路;燕郊专线
24,216,116.951311,39.959635,4,1,1,1,2.0900,12.00,4.00,113 503 507 930,煤矿路口(公交站),(停运)三河旅游3线;113路;930路;三河503路;三河507路
25,345,116.953316,39.929558,2,1,1,0,2.0700,6.00,0.00,113 816,赵沟子村(公交站),113路;816路
26,348,116.951984,39.937930,1,1,1,0,1.9100,6.00,0.00,816,王果子村(公交站),816路
27,346,116.952617,39.909158,1,1,1,0,1.9100,6.00,0.00,817,褚各庄南(公交站),817路
28,337,116.954781,39.919777,1,1,1,0,1.9100,6.00,0.00,816,褚各庄(公交站),816路
29,351,116.937546,39.914215,1,1,1,0,1.9100,6.00,0.00,817,土营(公交站),817路
30,365,116.922577,39.934921,1,1,1,0,1.9100,6.00,0.00,817,大厂马坊(公交站),817路
31,176,116.789692,39.958959,1,1,1,0,1.9100,6.00,0.00,819,东方夏威夷小区东门(公交站),819路;燕郊专线
32,362,116.927331,39.925473,1,1,1,0,1.9100,6.00,0.00,817,南寺头村(公交站),817路
33,238,116.917999,39.944701,1,1,1,0,1.9100,6.00,0.00,817,夏垫镇政府(公交站),817路;大厂4路
34,219,116.950464,39.948637,1,1,1,0,1.9100,6.00,0.00,816,大厂东庄(公交站),816路
35,132,116.808452,39.944028,5,0,0,0,1.8000,10.00,3.00,301A 301B 304 309 503,燕郊镇政府(公交站),三河301A路;三河301B路;三河304路;三河309路;三河503路
36,175,116.791895,39.971619,4,0,0,0,1.6400,10.00,3.00,301A 301B 306 893,锦绣华庭小区(公交站),893路;三河301A路;三河301B路;三河306路
37,136,116.806448,39.974014,4,0,0,0,1.6400,10.00,3.00,301A 301B 307 501,华隆工业园(公交站),三河301A路;三河301B路;三河307路;三河501路
38,199,116.780924,39.971269,4,0,0,0,1.6400,10.00,3.00,301A 301B 306 893,燕京新城东(公交站),893路;三河301A路;三河301B路;三河306路
39,11,116.847790,39.953000,4,0,0,0,1.6400,10.00,3.00,301A 301B 307 310,电厂西门(公交站),三河301A路;三河301B路;三河307路;三河310路
40,100,116.814114,39.951929,3,1,1,1,1.5800,12.00,4.00,302 811 812,北欧小镇(公交站),(停运)三河旅游3线;302路;811路;812路;城铁接驳2路
41,106,116.815313,39.972133,3,0,0,0,1.4800,10.00,3.00,301A 301B 501,中美公寓(公交站),三河301A路;三河301B路;三河501路
42,274,116.820123,39.915841,3,0,0,0,1.4800,10.00,3.00,22 302 308,梦东方未来世界(公交站),302路;三河308路;大厂22路
43,313,116.800692,39.912661,3,0,0,0,1.4800,10.00,3.00,308 503 894,西城子北(公交站),894路;三河308路;三河503路
44,211,116.996345,39.968942,3,0,0,0,1.4800,10.00,3.00,503 507 515,农业园区(公交站),三河503路;三河507路;三河515路
45,232,117.029431,39.979692,6,0,0,1,1.3100,16.00,7.00,102 503 507 511 515 520,李枣林(公交站),(停运)三河511路;三河102路;三河503路;三河507路;三河515路;三河520路
46,59,116.833394,39.945182,3,3,1,0,3.3300,6.00,0.00,811 816 930,燕郊印刷城(公交站),811路;816路;930路
47,131,116.884852,39.949891,3,3,1,0,3.3300,6.00,0.00,816 817 930,三河李家务(公交站),816路;817路;930路
48,230,116.928101,39.955761,3,2,1,0,3.3300,6.00,0.00,503 816 930,耀华佳苑(公交站),816路;930路;三河503路
49,173,116.897899,39.951445,3,3,1,0,3.3300,6.00,0.00,816 817 930,大厂福喜公司(公交站),816路;817路;930路
50,292,116.821239,39.936163,1,0,0,0,1.1600,15.00,6.00,304,半壁店南(公交站),三河304路
51,369,117.043400,39.915468,1,0,0,0,1.1600,15.00,6.00,509,霍各庄(公交站),三河509路
52,305,116.805840,39.928543,1,0,0,0,1.1600,15.00,6.00,401,燕郊一街(公交站),三河401路
53,366,117.037986,39.931406,1,0,0,0,1.1600,15.00,6.00,502,大曹庄村(公交站),502路
54,28,116.851936,39.970760,1,0,0,0,1.1600,15.00,6.00,308,兴恒达检测场(公交站),三河308路
55,14,116.837044,39.965959,2,0,0,0,1.3200,15.00,6.00,301A 301B,华冠产业园(公交站),三河301A路;三河301B路
56,265,116.848340,39.902996,1,0,0,0,1.1600,15.00,6.00,304,西吴各庄村(公交站),三河304路
57,347,117.009686,39.929319,1,0,0,0,1.1600,15.00,6.00,515,田村(公交站),三河515路
58,329,116.905925,39.935481,0,0,0,0,1.0000,15.00,6.00,,祁屯工业区(公交站),大厂4路
59,335,116.990527,39.903228,0,0,0,0,1.0000,15.00,6.00,,湖韵澜湾(招呼站)(公交站),大厂县城循环A线;大厂县城循环B线
60,302,116.814516,39.902669,2,0,0,1,0.6700,21.00,10.00,309 401,小柳店(公交站),(停运)三河旅游3线;三河309路;三河401路
61,316,116.802092,39.935942,1,0,0,0,1.1600,15.00,6.00,401,燕郊四街(公交站),三河401路
62,381,117.045923,39.900134,1,0,0,0,1.1600,15.00,6.00,509,任官庄南(公交站),三河509路
63,251,116.845890,39.922092,2,0,0,0,1.3200,15.00,6.00,304 309,张营村(公交站),三河304路;三河309路
64,214,116.990365,39.944651,1,0,0,0,1.1600,15.00,6.00,515,翟各庄小学(公交站),三河515路
65,339,116.990959,39.937790,1,0,0,0,1.1600,15.00,6.00,515,翟各庄医院(公交站),三河515路
66,289,116.822932,39.904957,2,0,0,0,1.3200,15.00,6.00,22 302,迎宾路南环路口(公交站),302路;大厂22路
67,261,116.865822,39.915253,1,0,0,0,1.1600,15.00,6.00,304,大石各庄村东(公交站),三河304支路
68,273,116.833530,39.937409,2,0,0,0,1.3200,15.00,6.00,812 894,燕郊冶金西区(公交站),812路;894路
69,250,117.043823,39.941635,1,0,0,0,1.1600,15.00,6.00,509,小安庄(公交站),三河509路
70,92,116.872876,39.967032,1,0,0,0,1.1600,15.00,6.00,310,南曹庄村东(公交站),三河310路
71,225,117.011665,39.979542,1,0,0,0,1.1600,15.00,6.00,104,铭泰产业园(公交站),三河104路
72,328,116.907106,39.908215,0,0,0,0,1.0000,15.00,6.00,,邵府新民居(公交站),大厂4路
73,324,116.905737,39.920626,0,0,0,0,1.0000,15.00,6.00,,潮白商业中心(公交站),大厂4路
74,331,116.976645,39.935380,1,0,0,0,1.1600,15.00,6.00,512,阎庄子村(公交站),512路
75,258,116.855703,39.932312,1,0,0,0,1.1600,15.00,6.00,307,卸甲庄西(公交站),三河307路
76,297,116.810173,39.912698,1,0,0,0,1.1600,15.00,6.00,401,思菩兰路口(公交站),三河401路
77,350,117.011507,39.938469,1,0,0,0,1.1600,15.00,6.00,512,丁家庄村(公交站),512路
78,371,117.043787,39.925507,1,0,0,0,1.1600,15.00,6.00,509,大曹庄南(公交站),三河509路
79,170,116.798996,39.977013,1,0,0,0,1.1600,15.00,6.00,307,燕京航城北(公交站),三河307路
80,240,117.044065,39.956513,1,0,0,0,1.1600,15.00,6.00,509,杨相公庄(公交站),三河509路
81,363,117.029376,39.901558,1,0,0,0,1.1600,15.00,6.00,502,夏庄村北(公交站),502路
82,248,117.044090,39.975574,1,0,0,0,1.1600,15.00,6.00,509,徐枣林村东(公交站),三河509路
83,249,117.045808,39.948202,1,0,0,0,1.1600,15.00,6.00,512,错化路马皇路口(公交站),512路
84,243,117.044266,39.965469,1,0,0,0,1.1600,15.00,6.00,202,科达彩印公司(公交站),三河202路
85,233,117.033774,39.944641,1,0,0,0,1.1600,15.00,6.00,512,化甲屯村委会(公交站),512路
86,361,117.029362,39.930825,1,0,0,0,1.1600,15.00,6.00,502,范港村(公交站),502路
87,356,117.024123,39.912700,1,0,0,0,1.1600,15.00,6.00,502,辛军屯村(公交站),502路
88,352,117.022630,39.923954,1,0,0,0,1.1600,15.00,6.00,502,尹辛庄村(公交站),502路
89,333,116.998424,39.930178,1,0,0,0,1.1600,15.00,6.00,515,翟各庄村(公交站),三河515路
90,201,116.975310,39.964446,2,0,0,0,1.3200,15.00,6.00,503 507,李木耳(公交站),三河503路;三河507路
91,204,116.989281,39.956571,1,0,0,0,1.1600,15.00,6.00,515,西辛店(公交站),三河515路
92,207,116.966723,39.962535,2,0,0,0,1.3200,15.00,6.00,503 507,大定福(公交站),三河503路;三河507路
93,217,116.966970,39.979145,1,0,0,0,1.1600,15.00,6.00,517,赵各庄村(公交站),三河517路
94,223,116.946836,39.975855,1,0,0,0,1.1600,15.00,6.00,507,荣家堡村西(公交站),三河507路
95,376,116.918001,39.900048,0,0,0,0,1.0000,15.00,6.00,,太平庄村(公交站),大厂4路
96,323,116.794286,39.900706,1,0,0,0,1.1600,15.00,6.00,309,污水处理厂(公交站),三河309路
97,317,116.803777,39.901697,1,0,0,0,1.1600,15.00,6.00,309,兴都村(公交站),三河309路
98,281,116.859055,39.902863,1,0,0,0,1.1600,15.00,6.00,304,东吴各庄(公交站),三河304支路
99,315,116.798529,39.922613,2,0,0,0,1.3200,15.00,6.00,308 503,田辛庄北(公交站),三河308路;三河503路
