mp_index,lon,lat,route_count,direct_count,quality_score,name,address
0,116.467661,39.908147,18,4,3.5000,郎家园(公交站),11路;1路;1路区间(公主坟);382路;388路;388路快车;405路;57路;58路;666路;667路;804路;814路;815路快;817路;818路;818路(金桐西路);823路;930路;夜1路;夜27路;大兴机场朝阳站线;快速直达专线20路;快速直达专线5路;快速直达专线61路
1,116.481135,39.908024,15,1,3.0300,八王坟东(公交站),382路;54路;58路;605路;666路;667路;668路;809路华龙班车;815路大站快车;815路快;815路快(景辉南街);817路;988路;夜1路;夜27路;夜34路;快速直达专线20路;快速直达专线5路;快速直达专线61路;燕郊专线
2,116.492275,39.933689,10,0,2.2800,朝阳公园桥东(公交站),302路;406路;412路;431路;451路;496路;499路;650路;675路;989路;夜3路
3,116.522001,39.913286,8,0,2.2800,康家沟(公交站),115路;135路;363路;468路;517路;553路;75路;95路
4,116.515885,39.939935,8,0,2.2800,姚家园西(公交站),406路;412路;431路;451路;496路;640路;650路;989路
5,116.498436,39.915860,12,0,2.2800,东八里庄(公交站),115路;135路;138路;350路;419路;488路;605路;615路;639路;690路;95路;夜13路
6,116.461374,39.917995,10,0,2.2800,呼家楼南(公交站),113路;140路;368路内环;405路;488路;650路;687路;98路;9路;夜30路内;夜34路
7,116.497476,39.906981,23,0,2.2800,四惠枢纽站(公交站),1路;1路区间(公主坟);322路;322路快车;397路;405路;455路;468路;475路;496路;506路;517路;54路;553路;57路;58路;605路;657路;666路;671路;865路;988路;989路;专113路;专167路;夜1路;夜27路
8,116.512596,39.916241,8,0,2.2800,甘露园西(公交站),115路;135路;488路;605路;639路;690路;95路;夜13路
9,116.477257,39.933803,13,0,2.2800,甜水园街北口(公交站),117路;135路;302路;31路;406路;419路;431路;499路;650路;675路;682路;690路;988路;夜3路
10,116.596927,39.911758,8,0,2.2800,杨闸环岛西(公交站),364路;442路;442路区间;532路;583路;615路;690路;专211路;专39路
11,116.598679,39.925774,9,0,2.2800,地铁常营站(公交站),411路;435路;488路;586路;587路;639路;675路;911路;专39路
12,116.517325,39.927045,8,0,2.2800,青年路口北(公交站),363路;451路;468路;499路;911路;专194路;专50路;夜13路
13,116.476450,39.897118,9,0,2.2800,九龙山(公交站),11路;312路区间;486路;54路;561路;605路;973路;985路;专87路
14,116.468203,39.933802,12,0,2.2800,团结湖(公交站),117路;135路;302路;31路;39路;406路;431路;499路;650路;675路;690路;专114路;专5路;夜3路
15,116.478128,39.918052,8,0,2.2800,红庙路口北(公交站),117路;135路;31路;419路;486路;973路;985路;988路
16,116.490608,39.904922,9,0,2.2800,四惠桥(公交站),400路内环;400路外环;400路快车外环;455路;496路;54路;657路;666路;865路;专113路;夜34路
17,116.471021,39.916394,10,0,2.2800,小庄路口东(公交站),101路;115路;118路;350路;488路;615路;640路;671路;95路;夜13路
18,116.515022,39.908047,8,0,2.2800,四惠东站(公交站),397路;468路;475路;506路;517路;553路;666路;夜27路
19,116.498832,39.935161,11,0,2.2800,豆各庄路口西(公交站),140路;302路;406路;412路;431路;451路;496路;499路;650路;675路;989路;夜3路
20,116.484879,39.915321,9,0,2.2800,英家坟(公交站),115路;135路;138路;419路;488路;615路;671路;95路;夜13路
21,116.497205,39.893320,11,0,2.2800,地铁百子湾站(公交站),11路;138路;23路;31路;35路;439路;455路;513路;561路;专71路;夜29路
22,116.483980,39.922860,7,0,2.1200,延静里(公交站),126路;140路;486路;640路;682路;75路;985路
23,116.524961,39.923698,7,0,2.1200,黄杉木店(公交站),126路;499路;553路;605路;675路;911路;991路
24,116.591061,39.914793,5,0,1.8000,管庄路口北(公交站),364路;488路;506路;583路;639路
25,116.484653,39.927500,1,0,1.1600,道家园(公交站),985路
26,116.532370,39.909724,5,0,1.8000,高碑店桥东(公交站),397路;475路;506路;666路;夜27路
27,116.574229,39.904368,1,0,1.1600,双惠苑小区(公交站),专36路;专36路区间
28,116.569704,39.957340,2,0,1.3200,康各庄(公交站),126路;650路
29,116.540065,39.916085,3,0,1.4800,大黄庄桥西(公交站),350路;451路;488路;快速公交2线区间
30,116.479635,39.893299,8,0,1.6300,九龙山路口东(公交站),(停运)312-23路联运;11路;23路;312路;312路区间;312路快车;561路;669路;夜29路;快速直达专线192路;快速直达专线85路
31,116.489559,39.944126,3,0,1.4800,大山庄(公交站),400路内环;400路外环;400路快车内环;451路;657路;朝阳文旅公交专线
32,116.564598,39.923901,4,0,1.6400,地铁褡裢坡站(公交站),499路;517路;675路;911路
33,116.564488,39.904132,1,0,1.1600,艺水芳园小区(临时站)(公交站),专36路
